lat, lon, Styrofoam_Box, Styrofoam_Piece, PET_Bottle, Glass, Metal, Plastic_ETC, Rope
35.166971, 128.034141, 1, 24, 13, 0, 2, 13, 0
35.167000, 128.034163, 0, 21, 11, 2, 2, 7, 0
35.167041, 128.034229, 2, 26, 13, 0, 1, 4, 0
35.167078, 128.034330, 1, 19, 14, 0, 1, 6, 0
35.167102, 128.034410, 0, 18, 12, 1, 1, 6, 0
35.167150, 128.034450, 0, 17, 12, 1, 0, 9, 0
35.167176, 128.034489, 2, 27, 6, 0, 2, 8, 0
35.167199, 128.034549, 2, 21, 6, 0, 0, 6, 0
35.167232, 128.034619, 1, 12, 8, 0, 1, 13, 0
35.167288, 128.034648, 0, 14, 11, 0, 1, 4, 0
35.167360, 128.034650, 0, 21, 21, 0, 0, 9, 0
35.167433, 128.034710, 0, 21, 12, 0, 2, 11, 0
35.167488, 128.034766, 3, 21, 15, 0, 0, 15, 0
35.167499, 128.034772, 6, 16, 15, 0, 1, 14, 0
35.167578, 128.034800, 3, 19, 9, 0, 0, 8, 0
35.167666, 128.034821, 2, 12, 9, 0, 0, 13, 0
35.167745, 128.034827, 1, 29, 15, 0, 2, 11, 0
35.167783, 128.034847, 0, 30, 9, 0, 1, 7, 0
35.167813, 128.034993, 3, 32, 18, 0, 1, 5, 0
35.167827, 128.035082, 0, 31, 14, 0, 3, 5, 0
35.167850, 128.035131, 2, 24, 11, 0, 1, 9, 0
35.167884, 128.035171, 1, 17, 14, 0, 1, 13, 0
35.167906, 128.035214, 0, 19, 21, 0, 1, 8, 0
35.167930, 128.035260, 0, 13, 22, 0, 0, 10, 0
35.167955, 128.035299, 0, 17, 19, 0, 2, 12, 1
35.167985, 128.035337, 0, 18, 10, 0, 1, 9, 0
35.168020, 128.035367, 0, 18, 14, 0, 1, 17, 0
35.168056, 128.035393, 1, 25, 21, 0, 3, 16, 0
35.168091, 128.035423, 0, 25, 20, 0, 0, 17, 0
35.168124, 128.035451, 0, 31, 14, 0, 2, 17, 1
35.168174, 128.035467, 0, 35, 14, 0, 3, 12, 0
35.168207, 128.035477, 1, 31, 9, 0, 2, 10, 1
35.168224, 128.035484, 1, 29, 10, 1, 2, 15, 0
35.168234, 128.035483, 1, 32, 8, 1, 2, 13, 0
35.168268, 128.035488, 4, 27, 11, 0, 2, 18, 0
35.168325, 128.035499, 2, 25, 17, 0, 2, 10, 0
35.168383, 128.035510, 1, 30, 20, 0, 2, 9, 0
35.168421, 128.035520, 1, 31, 15, 0, 2, 11, 0
35.168461, 128.035560, 1, 25, 12, 1, 1, 8, 0
35.168519, 128.035657, 0, 23, 15, 1, 2, 10, 0
35.168554, 128.035719, 0, 29, 10, 0, 1, 6, 0
35.168566, 128.035775, 0, 25, 8, 0, 1, 5, 0
35.168582, 128.035829, 1, 18, 11, 1, 1, 6, 0
35.168591, 128.035919, 0, 18, 14, 0, 1, 6, 0
35.168615, 128.036005, 1, 32, 20, 0, 3, 11, 0
35.168629, 128.036063, 2, 36, 22, 0, 5, 10, 0
35.168648, 128.036101, 1, 30, 18, 0, 2, 10, 0
35.168683, 128.036130, 0, 21, 10, 0, 3, 6, 0
35.168734, 128.036135, 0, 15, 6, 0, 5, 7, 0
35.168788, 128.036207, 1, 12, 9, 0, 1, 15, 0
35.168865, 128.036232, 1, 19, 16, 1, 3, 17, 0
35.168915, 128.036263, 2, 24, 20, 3, 2, 18, 0
35.168958, 128.036295, 1, 24, 19, 0, 0, 11, 0
35.168984, 128.036311, 1, 25, 9, 1, 3, 15, 0
35.169032, 128.036331, 1, 25, 13, 1, 5, 8, 0
35.169066, 128.036359, 1, 21, 15, 0, 2, 11, 0
35.169121, 128.036456, 1, 27, 16, 2, 1, 6, 0
35.169124, 128.036573, 1, 29, 20, 2, 2, 4, 0
35.169122, 128.036649, 1, 17, 16, 1, 2, 4, 0
35.169126, 128.036688, 1, 14, 13, 0, 2, 7, 0
35.169141, 128.036709, 2, 15, 17, 0, 3, 15, 1
35.169191, 128.036764, 1, 21, 17, 0, 1, 10, 0
35.169201, 128.036805, 1, 17, 18, 0, 1, 6, 0
35.169216, 128.036868, 1, 16, 16, 0, 0, 8, 0
35.169223, 128.036871, 1, 13, 16, 0, 0, 7, 0
35.169247, 128.036912, 2, 17, 19, 0, 0, 18, 0
35.169286, 128.036981, 1, 18, 10, 1, 1, 8, 0
35.169308, 128.037015, 0, 21, 13, 0, 2, 10, 0
35.169357, 128.037008, 0, 22, 17, 0, 0, 10, 0
35.169434, 128.037080, 0, 9, 13, 0, 1, 13, 0
35.169465, 128.037145, 0, 15, 13, 0, 2, 11, 1
35.169509, 128.037199, 1, 17, 10, 0, 3, 15, 0
35.169577, 128.037243, 0, 9, 18, 0, 5, 11, 0
35.169625, 128.037274, 0, 28, 22, 0, 0, 15, 0
35.169663, 128.037337, 0, 21, 12, 0, 1, 12, 0
35.169684, 128.037401, 0, 19, 9, 0, 2, 8, 0
35.169614, 128.037505, 0, 13, 9, 0, 5, 3, 0
35.169653, 128.037534, 0, 12, 11, 0, 3, 14, 0
35.169802, 128.037655, 0, 16, 16, 1, 5, 7, 0
35.169819, 128.037670, 0, 21, 13, 0, 6, 15, 1
35.169868, 128.037718, 0, 12, 3, 0, 5, 8, 0
35.169896, 128.037748, 0, 13, 10, 1, 3, 12, 0
35.169936, 128.037768, 1, 14, 9, 0, 3, 8, 0
35.169992, 128.037797, 1, 20, 12, 0, 5, 14, 0
35.170043, 128.037825, 1, 16, 7, 0, 8, 20, 0
35.170089, 128.037851, 1, 7, 3, 2, 5, 17, 0
35.170126, 128.037799, 0, 15, 7, 0, 1, 9, 0
35.170148, 128.037800, 0, 13, 8, 0, 4, 6, 0
35.170184, 128.037795, 0, 14, 9, 0, 1, 3, 0
35.170210, 128.037767, 0, 14, 5, 0, 1, 2, 0
35.170253, 128.037690, 1, 7, 5, 0, 0, 1, 0
35.170251, 128.037663, 1, 9, 3, 0, 0, 1, 0
35.170204, 128.037626, 1, 11, 10, 0, 0, 3, 0
35.170136, 128.037589, 1, 13, 8, 0, 0, 6, 0
35.170074, 128.037558, 2, 14, 6, 0, 0, 7, 0
35.170036, 128.037540, 0, 19, 7, 0, 0, 7, 0
35.170012, 128.037525, 0, 20, 6, 0, 1, 10, 0
35.169959, 128.037480, 0, 23, 6, 1, 0, 6, 0
35.169938, 128.037459, 0, 28, 6, 1, 2, 8, 0
35.169912, 128.037430, 0, 29, 8, 1, 1, 9, 0
35.169878, 128.037390, 1, 27, 4, 0, 2, 7, 0
35.169844, 128.037348, 1, 18, 9, 1, 1, 6, 0
35.169818, 128.037317, 1, 21, 9, 1, 1, 7, 0
35.169794, 128.037287, 0, 20, 8, 1, 1, 6, 0
35.169778, 128.037250, 0, 24, 10, 0, 3, 7, 0
35.169760, 128.037220, 0, 32, 11, 0, 1, 5, 0
35.169747, 128.037202, 1, 29, 14, 0, 3, 4, 0
35.169730, 128.037182, 1, 25, 16, 0, 3, 7, 0
35.169710, 128.037158, 1, 23, 13, 0, 2, 12, 0
35.169690, 128.037133, 3, 17, 15, 0, 4, 10, 0
35.169669, 128.037108, 2, 16, 15, 0, 1, 10, 0
35.169646, 128.037083, 1, 13, 15, 1, 1, 8, 0
35.169621, 128.037056, 1, 12, 8, 1, 0, 10, 0
35.169594, 128.037026, 0, 15, 7, 0, 0, 6, 0
35.169573, 128.037002, 1, 15, 5, 0, 0, 10, 0
35.169562, 128.036990, 0, 20, 7, 0, 0, 11, 0
35.169554, 128.036982, 1, 22, 7, 0, 1, 12, 0
35.169547, 128.036975, 1, 24, 8, 0, 0, 9, 0
35.169539, 128.036965, 0, 20, 9, 0, 0, 11, 0
35.169527, 128.036950, 0, 23, 9, 0, 0, 13, 0
35.169518, 128.036941, 0, 20, 15, 0, 1, 10, 0
35.169508, 128.036929, 0, 23, 11, 1, 4, 6, 0
35.169488, 128.036905, 0, 21, 12, 0, 1, 6, 0
35.169476, 128.036858, 0, 24, 14, 0, 3, 4, 0
35.169461, 128.036819, 1, 24, 11, 0, 2, 4, 0
35.169437, 128.036786, 1, 22, 6, 0, 2, 2, 0
35.169414, 128.036757, 0, 21, 12, 0, 1, 4, 0
35.169390, 128.036728, 0, 16, 9, 0, 1, 8, 0
35.169368, 128.036700, 0, 18, 12, 0, 1, 11, 0
35.169343, 128.036669, 0, 16, 15, 0, 3, 8, 0
35.169316, 128.036639, 1, 16, 19, 0, 1, 7, 0
35.169289, 128.036606, 0, 21, 16, 0, 1, 12, 0
35.169262, 128.036574, 0, 19, 14, 0, 0, 10, 0
35.169236, 128.036543, 0, 26, 15, 0, 1, 16, 0
35.169209, 128.036514, 1, 24, 7, 1, 1, 11, 0
35.169181, 128.036481, 1, 18, 9, 0, 1, 9, 1
35.169155, 128.036453, 1, 23, 9, 0, 3, 9, 1
35.169137, 128.036433, 0, 30, 13, 1, 1, 8, 0
35.169119, 128.036411, 2, 26, 12, 0, 2, 8, 1
35.169094, 128.036380, 1, 27, 15, 0, 2, 11, 0
35.169075, 128.036355, 0, 31, 14, 0, 1, 6, 0
35.169057, 128.036334, 1, 37, 14, 0, 1, 5, 0
35.169044, 128.036314, 1, 32, 18, 0, 2, 8, 0
35.169033, 128.036298, 4, 36, 14, 0, 0, 13, 0
35.169006, 128.036264, 1, 30, 14, 0, 1, 10, 0
35.168966, 128.036214, 0, 19, 16, 0, 3, 10, 0
35.168930, 128.036169, 0, 31, 18, 0, 1, 6, 0
35.168906, 128.036139, 0, 34, 23, 0, 2, 9, 0
35.168886, 128.036115, 1, 28, 20, 0, 6, 8, 0
35.168865, 128.036088, 1, 29, 20, 0, 3, 8, 0
35.168842, 128.036062, 1, 23, 12, 0, 2, 10, 0
35.168819, 128.036035, 1, 20, 15, 0, 1, 8, 0
35.168794, 128.036004, 0, 23, 11, 1, 2, 9, 0
35.168769, 128.035973, 0, 24, 12, 1, 2, 5, 0
35.168740, 128.035936, 0, 22, 16, 0, 1, 8, 0
35.168709, 128.035897, 1, 25, 17, 1, 0, 7, 0
35.168678, 128.035858, 1, 25, 16, 0, 1, 4, 0
35.168648, 128.035819, 1, 17, 12, 0, 1, 5, 0
35.168618, 128.035780, 0, 17, 13, 0, 1, 7, 0
35.168587, 128.035740, 0, 16, 4, 0, 0, 11, 0
35.168555, 128.035700, 0, 24, 10, 0, 1, 10, 0
35.168522, 128.035657, 0, 25, 15, 1, 1, 11, 0
35.168488, 128.035617, 1, 17, 13, 1, 4, 12, 0
35.168464, 128.035566, 1, 21, 8, 1, 1, 10, 0
35.168440, 128.035520, 4, 29, 12, 0, 2, 12, 0
35.168410, 128.035478, 1, 33, 11, 0, 1, 10, 0
35.168379, 128.035438, 0, 23, 11, 0, 3, 8, 0
35.168347, 128.035398, 2, 30, 13, 0, 1, 8, 0
35.168314, 128.035357, 2, 20, 11, 0, 1, 6, 0
35.168283, 128.035314, 1, 28, 10, 0, 1, 7, 0
35.168249, 128.035273, 3, 31, 12, 0, 1, 6, 0
35.168213, 128.035231, 0, 22, 13, 0, 3, 11, 0
35.168178, 128.035191, 1, 22, 11, 1, 4, 9, 0
35.168143, 128.035153, 0, 23, 11, 0, 1, 6, 0
35.168108, 128.035112, 0, 25, 12, 0, 4, 4, 0
35.168073, 128.035069, 0, 17, 12, 0, 2, 10, 0
35.168040, 128.035030, 1, 18, 16, 0, 1, 15, 0
35.168006, 128.034988, 0, 25, 11, 0, 0, 9, 0
35.167969, 128.034943, 2, 19, 12, 0, 0, 9, 0
35.167934, 128.034902, 2, 21, 8, 0, 1, 8, 0
35.167898, 128.034858, 0, 18, 9, 1, 1, 8, 0
35.167872, 128.034829, 0, 16, 7, 0, 1, 11, 0
35.167849, 128.034804, 0, 16, 13, 0, 2, 8, 0
35.167821, 128.034773, 0, 20, 12, 0, 0, 4, 0
35.167790, 128.034741, 1, 18, 14, 0, 2, 8, 0
35.167756, 128.034708, 0, 28, 9, 0, 3, 8, 0
35.167722, 128.034676, 0, 16, 12, 0, 5, 5, 0
35.167687, 128.034641, 0, 12, 11, 0, 1, 12, 0
35.167654, 128.034609, 0, 14, 17, 1, 2, 13, 0
35.167616, 128.034572, 0, 14, 8, 0, 1, 10, 0
35.167578, 128.034533, 0, 21, 5, 0, 0, 4, 0
35.167542, 128.034494, 0, 16, 12, 0, 1, 5, 0
35.167503, 128.034453, 0, 13, 13, 0, 3, 6, 0
35.167464, 128.034413, 0, 23, 13, 0, 0, 10, 0
35.167424, 128.034373, 0, 29, 8, 1, 0, 7, 0
35.167389, 128.034337, 0, 21, 10, 0, 1, 7, 0
35.167356, 128.034301, 0, 10, 10, 1, 3, 7, 0
35.167320, 128.034266, 0, 11, 9, 0, 0, 10, 0
35.167287, 128.034232, 0, 13, 6, 0, 0, 6, 0
35.167253, 128.034197, 0, 13, 5, 0, 0, 5, 0
35.167216, 128.034162, 0, 20, 6, 0, 1, 10, 0
35.167178, 128.034127, 0, 17, 5, 0, 1, 9, 0
35.167142, 128.034091, 0, 15, 7, 0, 2, 12, 0
35.167105, 128.034055, 0, 26, 11, 0, 2, 9, 0
35.167063, 128.034012, 0, 28, 12, 0, 0, 8, 0
35.167020, 128.033970, 0, 19, 7, 0, 1, 8, 0
35.166992, 128.033941, 0, 12, 6, 0, 1, 12, 0
35.166966, 128.033913, 0, 8, 8, 0, 0, 7, 0
35.166919, 128.033861, 1, 14, 8, 0, 2, 4, 0
35.166876, 128.033814, 1, 18, 5, 0, 0, 4, 0
35.166835, 128.033770, 0, 17, 7, 0, 1, 6, 0
35.166794, 128.033729, 0, 15, 6, 0, 2, 9, 0
35.166755, 128.033689, 0, 7, 4, 0, 1, 14, 0
35.166720, 128.033652, 0, 11, 7, 0, 3, 10, 0
35.166694, 128.033627, 0, 11, 5, 0, 2, 7, 0
35.166671, 128.033602, 0, 16, 5, 0, 2, 9, 0
35.166630, 128.033561, 0, 16, 7, 2, 1, 15, 0
35.166587, 128.033519, 0, 23, 11, 3, 0, 13, 0
35.166550, 128.033483, 0, 24, 9, 1, 0, 10, 0
35.166516, 128.033449, 0, 18, 10, 1, 0, 8, 0
35.166486, 128.033421, 0, 23, 8, 1, 4, 9, 0
35.166455, 128.033392, 0, 23, 7, 0, 1, 12, 0
35.166427, 128.033362, 0, 22, 8, 1, 1, 20, 0
35.166397, 128.033328, 0, 13, 10, 1, 1, 9, 0
35.166361, 128.033290, 0, 18, 11, 0, 1, 7, 0
35.166321, 128.033251, 0, 23, 8, 0, 1, 6, 0
35.166281, 128.033211, 1, 16, 9, 2, 0, 4, 0
35.166243, 128.033172, 0, 18, 7, 0, 0, 7, 0
35.166204, 128.033130, 0, 25, 6, 0, 0, 5, 0
35.166158, 128.033085, 0, 16, 5, 0, 1, 7, 0
35.166120, 128.033045, 0, 13, 5, 0, 1, 8, 0
35.166086, 128.033012, 0, 16, 6, 0, 1, 6, 0
35.166053, 128.032976, 0, 14, 9, 0, 3, 9, 0
35.166020, 128.032941, 0, 13, 8, 0, 4, 11, 0
35.165986, 128.032906, 0, 19, 7, 0, 3, 5, 0
35.165958, 128.032876, 0, 17, 6, 0, 1, 8, 0
35.165929, 128.032846, 0, 15, 10, 0, 0, 11, 0
35.165900, 128.032814, 1, 16, 13, 0, 1, 9, 0
35.165872, 128.032785, 2, 13, 7, 0, 2, 6, 0
35.165843, 128.032755, 1, 16, 12, 0, 0, 9, 0
35.165813, 128.032726, 1, 16, 17, 0, 1, 9, 0
35.165784, 128.032699, 0, 15, 16, 0, 2, 14, 0
35.165757, 128.032674, 1, 14, 9, 0, 1, 9, 0
35.165731, 128.032649, 1, 15, 11, 0, 0, 9, 0
35.165704, 128.032623, 0, 21, 6, 0, 1, 4, 0
35.165676, 128.032595, 0, 24, 11, 0, 1, 8, 0
35.165651, 128.032566, 0, 20, 9, 1, 1, 5, 0
35.165630, 128.032543, 0, 19, 11, 0, 1, 11, 0
35.164054, 128.031115, 0, 20, 11, 0, 1, 14, 0
35.164075, 128.031140, 1, 18, 15, 0, 4, 16, 1
35.164098, 128.031164, 1, 19, 13, 0, 1, 16, 0
35.164127, 128.031188, 1, 16, 13, 0, 0, 17, 0
35.164158, 128.031215, 0, 17, 15, 0, 0, 13, 0
35.164197, 128.031248, 0, 17, 12, 0, 0, 14, 0
35.164238, 128.031283, 1, 14, 13, 0, 2, 14, 0
35.164273, 128.031316, 1, 16, 11, 0, 3, 19, 0
